cartodb_id,the_geom,id,id_1,highway,height,lamp_count,lamp_height,lamp_light,lamp_lit,lamp_shape,lamp_tilt,lit,light_colour,light_count,light_lit,light_method,light_shape,light_tilt,support,_natural,amenity
168,0101000020E610000040E9B06774CC0DC002BFA14B93384440,node/3594825842,node/3594825842,street_lamp,,,,,,,,yes,,,,,,,,,
169,0101000020E6100000B61AC8693ECD0DC0209095A993384440,node/3594825844,node/3594825844,street_lamp,,,,,,,,yes,,,,,,,,,
170,0101000020E610000032DAF4B1CCCC0DC0D8AF856A94384440,node/3594825845,node/3594825845,street_lamp,,,,,,,,yes,,,,,,,,,
171,0101000020E61000001B8755174BCC0DC0EEA3648396384440,node/3594825850,node/3594825850,street_lamp,,,,,,,,yes,,,,,,,,,
172,0101000020E61000001FD50B9986CC0DC0C951802898384440,node/3594825851,node/3594825851,street_lamp,,,,,,,,yes,,,,,,,,,
173,0101000020E610000094D343D900D10DC00A97FA1E9A384440,node/3594825855,node/3594825855,street_lamp,,,,,,,,yes,,,,,,,,,
174,0101000020E6100000F7240BF379D00DC0BDCBA0359A384440,node/3594825856,node/3594825856,street_lamp,13,1,12,high_pressure_sodium,sunset-sunrise,directed,-90,yes,,,,,,,,,
175,0101000020E610000024A424DA44CC0DC0F76D88F19A384440,node/3594825857,node/3594825857,street_lamp,,,,,,,,yes,,,,,,,,,
176,0101000020E6100000EE6CD96B8BCC0DC01BF67B629D384440,node/3594825860,node/3594825860,street_lamp,,,,,,,,yes,,,,,,,,,
177,0101000020E610000073DA53724ECC0DC0268A90BA9D384440,node/3594825861,node/3594825861,street_lamp,,,,,,,,yes,,,,,,,,,
178,0101000020E61000008BD1297E42CC0DC02E484442A5384440,node/3594825869,node/3594825869,street_lamp,,,,,,,,yes,,,,,,,,,
179,0101000020E61000005CD19CAB9CCC0DC052C2024EA5384440,node/3594825870,node/3594825870,street_lamp,,,,,,,,yes,,,,,,,,,
180,0101000020E6100000CC5257E311D10DC005F7A864A5384440,node/3594825871,node/3594825871,street_lamp,,,,,,,,yes,,,,,,,,,
181,0101000020E6100000FD55DBA8A9D00DC004F170F1A6384440,node/3594825873,node/3594825873,street_lamp,,,,,,,,yes,,,,,,,,,
182,0101000020E61000003ED5D7A9A8D00DC0152E50F7A6384440,node/3594825875,node/3594825875,street_lamp,13,1,12,high_pressure_sodium,sunset-sunrise,directed,-90,yes,,,,,,,,,
183,0101000020E610000064A428E153CA0DC0674815C5AB384440,node/3594825880,node/3594825880,street_lamp,,,,,,,,yes,,,,,,,,,
184,0101000020E6100000767CC564BBCC0DC06CD73A27AC384440,node/3594825881,node/3594825881,street_lamp,,,,,,,,yes,,,,,,,,,
185,0101000020E61000005CCC2AC7BFCA0DC07DCC62BDAC384440,node/3594825883,node/3594825883,street_lamp,,,,,,,,yes,,,,,,,,,
186,0101000020E61000001D9DA9C601CA0DC0170FEF39B0384440,node/3594825886,node/3594825886,street_lamp,,,,,,,,yes,,,,,,,,,
187,0101000020E610000035FB4D72D1CA0DC099D36531B1384440,node/3594825888,node/3594825888,street_lamp,,,,,,,,yes,,,,,,,,,
188,0101000020E61000009F9273620FCD0DC0693524EEB1384440,node/3594825890,node/3594825890,street_lamp,,,,,,,,yes,,,,,,,,,
189,0101000020E6100000F4D48FF238D10DC0C9C79349B2384440,node/3594825891,node/3594825891,street_lamp,,,,,,,,yes,,,,,,,,,
190,0101000020E6100000F7ED7FDB6ECD0DC0F25AAE23B3384440,node/3594825892,node/3594825892,street_lamp,,,,,,,,yes,,,,,,,,,
191,0101000020E610000033D2F7BFC8D00DC020C5A5CFB3384440,node/3594827093,node/3594827093,street_lamp,13,1,12,high_pressure_sodium,sunset-sunrise,directed,-90,yes,,,,,,,,,
192,0101000020E61000007D410B0918CD0DC0039255B6B4384440,node/3594827095,node/3594827095,street_lamp,,,,,,,,yes,,,,,,,,,
193,0101000020E61000002181F56EE2CA0DC05B75C2F0B6384440,node/3594827097,node/3594827097,street_lamp,,,,,,,,yes,,,,,,,,,
194,0101000020E6100000C25A6BDE27CD0DC083442454BA384440,node/3594827098,node/3594827098,street_lamp,,,,,,,,yes,,,,,,,,,
195,0101000020E610000023B4E55C8ACB0DC03B922639BB384440,node/3594827100,node/3594827100,street_lamp,,,,,,,,yes,,,,,,,,,
196,0101000020E610000048B6042A2DCD0DC00B7E1B62BC384440,node/3594827101,node/3594827101,street_lamp,,,,,,,,yes,,,,,,,,,
197,0101000020E6100000121B875517CB0DC010C58954BD384440,node/3594827102,node/3594827102,street_lamp,,,,,,,,yes,,,,,,,,,
198,0101000020E6100000E50F6157EED00DC009B42A78C0384440,node/3594827103,node/3594827103,street_lamp,13,1,12,high_pressure_sodium,sunset-sunrise,directed,-90,yes,,,,,,,,,
199,0101000020E6100000DF652BD43FCD0DC09D6DC905C2384440,node/3594827104,node/3594827104,street_lamp,,,,,,,,yes,,,,,,,,,
200,0101000020E61000007B2B1213D4D00DC0A631B500C8384440,node/3594827107,node/3594827107,street_lamp,4,1,4,high_pressure_sodium,sunset-sunrise,directed,-90,yes,,,,,,,,,
201,0101000020E6100000F216597C54CD0DC099C57A59C9384440,node/3594827108,node/3594827108,street_lamp,,,,,,,,yes,,,,,,,,,
202,0101000020E610000093C83EC8B2D00DC0DF6B088ECB384440,node/3594827109,node/3594827109,street_lamp,,,,,,,,yes,,,,,,,,,
203,0101000020E610000019AE69392BCD0DC097FB896FCD384440,node/3594827110,node/3594827110,street_lamp,,,,,,,,yes,,,,,,,,,
204,0101000020E610000062BDACE4BED00DC091F69A79CD384440,node/3594827111,node/3594827111,street_lamp,,,,,,,,yes,,,,,,,,,
205,0101000020E6100000D46C2FB319D10DC06DAAEE91CD384440,node/3594827112,node/3594827112,street_lamp,13,1,12,high_pressure_sodium,sunset-sunrise,directed,-90,yes,,,,,,,,,
206,0101000020E61000007F6CEDD863CD0DC002502047CE384440,node/3594827113,node/3594827113,street_lamp,,,,,,,,yes,,,,,,,,,
207,0101000020E610000049E06AF871CF0DC0C481EBE5D2384440,node/3594827114,node/3594827114,street_lamp,,,,,,,,yes,,,,,,,,,
208,0101000020E6100000BD851A2A6BD00DC04582A966D6384440,node/3594827115,node/3594827115,street_lamp,,,,,,,,yes,,,,,,,,,
209,0101000020E61000009B61B4D837D10DC0BA02C067DA384440,node/3594827116,node/3594827116,street_lamp,13,1,12,high_pressure_sodium,sunset-sunrise,directed,-90,yes,,,,,,,,,
210,0101000020E6100000661536035CD00DC0BFD364C6DB384440,node/3594827117,node/3594827117,street_lamp,,,,,,,,yes,,,,,,,,,
211,0101000020E6100000CAE2FE23D3D10DC0FB3C4679E6384440,node/3594827121,node/3594827121,street_lamp,13,1,12,high_pressure_sodium,sunset-sunrise,directed,-90,yes,,,,,,,,,
212,0101000020E61000007A6AF5D555D10DC00D608033E7384440,node/3594827122,node/3594827122,street_lamp,,,,,,,,yes,,,,,,,,,
213,0101000020E610000012D08E650BD20DC001261532FC384440,node/3594827148,node/3594827148,street_lamp,13,1,12,high_pressure_sodium,sunset-sunrise,directed,-90,yes,,,,,,,,,
214,0101000020E6100000F979F8D797D10DC079B29B19FD384440,node/3594827150,node/3594827150,street_lamp,13,1,12,high_pressure_sodium,sunset-sunrise,directed,-90,yes,,,,,,,,,
215,0101000020E6100000EAB4C93C4DD10DC01A564C0059384440,node/3594883849,node/3594883849,street_lamp,,,,,,,,,,,,,,,,,
216,0101000020E6100000977730BD58D30DC068FC0CB963384440,node/3594883850,node/3594883850,street_lamp,,,,,,,,,,,,,,,,,
217,0101000020E6100000B6D210FA3ED10DC04546072461384440,node/3599273554,node/3599273554,street_lamp,,,,,,,,,,,,,,,,tree,
218,0101000020E61000009A56AFC7E9D00DC00FEB8D5A61384440,node/3599273555,node/3599273555,street_lamp,,,,,,,,,,,,,,,,tree,
219,0101000020E61000008179C8940FD10DC056DF0A7261384440,node/3599273556,node/3599273556,street_lamp,,,,,,,,,,,,,,,,tree,
220,0101000020E610000080AB860ECBD00DC014A28D6D63384440,node/3599273557,node/3599273557,street_lamp,,,,,,,,,,,,,,,,tree,
221,0101000020E6100000CA9E0436E7D00DC04276DEC666384440,node/3599273559,node/3599273559,street_lamp,,,,,,,,,,,,,,,,tree,
222,0101000020E6100000DFFDF15EB5E20DC008FAB083EF394440,node/3599587595,node/3599587595,street_lamp,,,,,,,,,,,,,,,,,
223,0101000020E6100000E9CB1CDCE7E20DC0B8BA5285F5394440,node/3599587599,node/3599587599,street_lamp,,,,,,,,,,,,,,,,,
224,0101000020E6100000C62BB583B6E10DC033CA8EE8F9394440,node/3599587604,node/3599587604,street_lamp,,,,,,,,,,,,,,,,,
225,0101000020E610000094E8764023E20DC09D60A4BCFB394440,node/3599587608,node/3599587608,street_lamp,,,,,,,,,,,,,,,,,
226,0101000020E610000079B18BFDC0E00DC0913C2185FC394440,node/3599587610,node/3599587610,street_lamp,,,,,,,,,,,,,,,,,
227,0101000020E61000002A6B4029FFDF0DC01FF1D01CFE394440,node/3599587611,node/3599587611,street_lamp,,,,,,,,,,,,,,,,,
228,0101000020E6100000191CCAF55BE00DC0426557B5FF394440,node/3599587612,node/3599587612,street_lamp,,,,,,,,,,,,,,,,,
229,0101000020E6100000A09ADC39DEDE0DC0D58052FEFF394440,node/3599587613,node/3599587613,street_lamp,,,,,,,,,,,,,,,,,
230,0101000020E61000005D5A6842EEDD0DC0DC7F0981013A4440,node/3599587614,node/3599587614,street_lamp,,,,,,,,,,,,,,,,,
231,0101000020E61000009F54A0BBC9D40DC03469AE2E023A4440,node/3599587615,node/3599587615,street_lamp,,,,,,,,,,,,,,,,,
232,0101000020E610000038C9A0246EDF0DC0DBEF9AA1023A4440,node/3599587616,node/3599587616,street_lamp,,,,,,,,,,,,,,,,,
233,0101000020E61000006736340AEEDC0DC0642FCA22033A4440,node/3599587617,node/3599587617,street_lamp,,,,,,,,,,,,,,,,,
234,0101000020E61000000EFB3DB14ED50DC099840B79043A4440,node/3599587618,node/3599587618,street_lamp,,,,,,,,,,,,,,,,,
235,0101000020E610000026169DD1FBDB0DC0571FB4C3043A4440,node/3599587619,node/3599587619,street_lamp,,,,,,,,,,,,,,,,,
236,0101000020E61000008202A557B9D60DC05C52B5DD043A4440,node/3599587620,node/3599587620,street_lamp,,,,,,,,,,,,,,,,,
237,0101000020E61000007D946CD0F2D70DC057050F78053A4440,node/3599587621,node/3599587621,street_lamp,,,,,,,,,,,,,,,,,
238,0101000020E61000003B07E0B07EDD0DC044807802063A4440,node/3599587622,node/3599587622,street_lamp,,,,,,,,,,,,,,,,,
239,0101000020E6100000FA26A83C15DB0DC07432271E063A4440,node/3599587623,node/3599587623,street_lamp,,,,,,,,,,,,,,,,,
240,0101000020E6100000692D16D055D40DC0D3687231063A4440,node/3599587624,node/3599587624,street_lamp,,,,,,,,,,,,,,,,,
241,0101000020E61000004E4700378BD70DC0A9A10DC0063A4440,node/3599587625,node/3599587625,street_lamp,,,,,,,,,,,,,,,,,
242,0101000020E6100000842D2C6E92D50DC068E091C2063A4440,node/3599587626,node/3599587626,street_lamp,,,,,,,,,,,,,,,,,
243,0101000020E6100000CE3E45C483DC0DC01A29A5B1073A4440,node/3599587627,node/3599587627,street_lamp,,,,,,,,,,,,,,,,,
244,0101000020E6100000DDD1FF722DDA0DC0BF536DDC073A4440,node/3599587628,node/3599587628,street_lamp,,,,,,,,,,,,,,,,,
245,0101000020E61000009AEE75525FD60DC06D8324FD073A4440,node/3599587629,node/3599587629,street_lamp,,,,,,,,,,,,,,,,,
246,0101000020E6100000B305CE63DED40DC007E68D38093A4440,node/3599587631,node/3599587631,street_lamp,,,,,,,,,,,,,,,,,
247,0101000020E61000005E33F9669BDB0DC0651CD94B093A4440,node/3599587632,node/3599587632,street_lamp,,,,,,,,,,,,,,,,,
248,0101000020E610000056D8C2E226D90DC02B8E5E68093A4440,node/3599587633,node/3599587633,street_lamp,,,,,,,,,,,,,,,,,
249,0101000020E6100000871D7C17A5DA0DC0D156CAD70A3A4440,node/3599587634,node/3599587634,street_lamp,,,,,,,,,,,,,,,,,
250,0101000020E61000009ED21CB4B2D80DC0361C3B4D0B3A4440,node/3599587635,node/3599587635,street_lamp,,,,,,,,,,,,,,,,,
251,0101000020E6100000ADC7331E5BD50DC0990986730D3A4440,node/3599587637,node/3599587637,street_lamp,,,,,,,,,,,,,,,,,
252,0101000020E6100000C0D4CF9B8AD40DC0B71CF9CD0E3A4440,node/3599587638,node/3599587638,street_lamp,,,,,,,,,,,,,,,,,
253,0101000020E610000071D014F021E70DC0A07CE65196394440,node/3599610220,node/3599610220,street_lamp,,,,,,,,,,,,,,,,,
254,0101000020E61000005038166FBFE70DC03F7672E19B394440,node/3599610221,node/3599610221,street_lamp,,,,,,,,,,,,,,,,,
255,0101000020E61000001C31C4FBBBE80DC0E653C72AA5394440,node/3599610222,node/3599610222,street_lamp,,,,,,,,,,,,,,,,,
256,0101000020E6100000CE4CD5E2F8E60DC0EB60B312A9394440,node/3599610223,node/3599610223,street_lamp,,,,,,,,,,,,,,,,,
257,0101000020E61000003A2F04EF9AE60DC04FBE8F59AC394440,node/3599610224,node/3599610224,street_lamp,,,,,,,,,,,,,,,,,
258,0101000020E61000005323997A82E90DC0A1E4C40DAE394440,node/3599610225,node/3599610225,street_lamp,,,,,,,,,,,,,,,,,
259,0101000020E61000009FFAACD799E70DC00CC39151AF394440,node/3599610226,node/3599610226,street_lamp,,,,,,,,,,,,,,,,,
260,0101000020E6100000B060D1634AEA0DC0158DB5BFB3394440,node/3599610227,node/3599610227,street_lamp,,,,,,,,,,,,,,,,,
261,0101000020E610000078D7D9907FE60DC03EAA0606B5394440,node/3599610228,node/3599610228,street_lamp,,,,,,,,,,,,,,,,,
262,0101000020E610000033F8A00CFAE70DC0DEFDF15EB5394440,node/3599610229,node/3599610229,street_lamp,,,,,,,,,,,,,,,,,
263,0101000020E6100000B42FEAA408EA0DC0D8F80269B5394440,node/3599610230,node/3599610230,street_lamp,,,,,,,,,,,,,,,,,
264,0101000020E6100000EBF8D45691E60DC0A177746DB9394440,node/3599610231,node/3599610231,street_lamp,,,,,,,,,,,,,,,,,
265,0101000020E6100000B7A7F5C830E80DC05E20521DBC394440,node/3599610232,node/3599610232,street_lamp,,,,,,,,,,,,,,,,,
266,0101000020E6100000C9B447B945EA0DC0F30D3B42BC394440,node/3599610233,node/3599610233,street_lamp,,,,,,,,,,,,,,,,,
267,0101000020E6100000C86AA97290E60DC0F2632717BE394440,node/3599610234,node/3599610234,street_lamp,,,,,,,,,,,,,,,,,
268,0101000020E61000006E3B7EB960EA0DC0BF51E1BEC4394440,node/3599610235,node/3599610235,street_lamp,,,,,,,,,,,,,,,,,
269,0101000020E61000003200AF2A56E80DC000416FE0C4394440,node/3599610236,node/3599610236,street_lamp,,,,,,,,,,,,,,,,,
270,0101000020E6100000E8A7380EBCEA0DC0338408DDCA394440,node/3599610237,node/3599610237,street_lamp,,,,,,,,,,,,,,,,,
271,0101000020E6100000CA8AE1EA00E80DC0D38F3CC6CB394440,node/3599610238,node/3599610238,street_lamp,,,,,,,,,,,,,,,,,
272,0101000020E610000010CEA78E55EA0DC07205CA5CCF394440,node/3599610239,node/3599610239,street_lamp,,,,,,,,,,,,,,,,,
273,0101000020E6100000C593933FCEEA0DC0A13B7771D1394440,node/3599610240,node/3599610240,street_lamp,,,,,,,,,,,,,,,,,
274,0101000020E6100000F3E20EE555E70DC046EA3D95D3394440,node/3599610241,node/3599610241,street_lamp,,,,,,,,,,,,,,,,,
275,0101000020E61000003AB885F8D1EA0DC09175DD00D8394440,node/3599610242,node/3599610242,street_lamp,,,,,,,,,,,,,,,,,
276,0101000020E6100000945632B6C6E60DC0E5A14A28D8394440,node/3599610243,node/3599610243,street_lamp,,,,,,,,,,,,,,,,,
277,0101000020E610000019B1AAB937EA0DC073FAD577D9394440,node/3599610244,node/3599610244,street_lamp,,,,,,,,,,,,,,,,,
278,0101000020E61000001A530B804CE60DC095DEED30DC394440,node/3599610245,node/3599610245,street_lamp,,,,,,,,,,,,,,,,,
279,0101000020E61000003B57EFCBF4E60DC0F4424B68DC394440,node/3599610246,node/3599610246,street_lamp,,,,,,,,,,,,,,,,,
280,0101000020E6100000C593933FCEEA0DC01D46F762DE394440,node/3599610247,node/3599610247,street_lamp,,,,,,,,,,,,,,,,,
281,0101000020E610000056B60F79CBE50DC057440367DF394440,node/3599610248,node/3599610248,street_lamp,,,,,,,,,,,,,,,,,
282,0101000020E6100000F0D4230D6EEB0DC0222B099AE0394440,node/3599610249,node/3599610249,street_lamp,,,,,,,,,,,,,,,,,
283,0101000020E610000096BABFD595EA0DC045A5C7A5E0394440,node/3599610250,node/3599610250,street_lamp,,,,,,,,,,,,,,,,,
284,0101000020E6100000EDEBC03923EA0DC02CFB647BE3394440,node/3599610251,node/3599610251,street_lamp,,,,,,,,,,,,,,,,,
285,0101000020E61000005AA95615D0EA0DC0AE772403E5394440,node/3599610252,node/3599610252,street_lamp,,,,,,,,,,,,,,,,,
286,0101000020E6100000A1B437F8C2E40DC0E9FF6673E6394440,node/3599610253,node/3599610253,street_lamp,,,,,,,,,,,,,,,,,
287,0101000020E61000008FC12F9A3AE40DC0475854C4E9394440,node/3599610254,node/3599610254,street_lamp,,,,,,,,,,,,,,,,,
288,0101000020E61000005BCC2AC7BFEA0DC0355DF4BAEA394440,node/3599610255,node/3599610255,street_lamp,,,,,,,,,,,,,,,,,
289,0101000020E61000005BD6FD6321EA0DC04B851D6BEB394440,node/3599610256,node/3599610256,street_lamp,,,,,,,,,,,,,,,,,
290,0101000020E6100000CD81D4DCC0E30DC0F8808AF4EC394440,node/3599610257,node/3599610257,street_lamp,,,,,,,,,,,,,,,,,
291,0101000020E6100000FD10C07229E30DC0278F5D58ED394440,node/3599610258,node/3599610258,street_lamp,,,,,,,,,,,,,,,,,
292,0101000020E6100000986D5D20F7E30DC0CB37EC08F1394440,node/3599610259,node/3599610259,street_lamp,,,,,,,,,,,,,,,,,
293,0101000020E6100000192D5107C3EA0DC0E3175E49F2394440,node/3599610260,node/3599610260,street_lamp,,,,,,,,,,,,,,,,,
294,0101000020E61000008A3842AB38EA0DC0964C0460F2394440,node/3599610261,node/3599610261,street_lamp,,,,,,,,,,,,,,,,,
295,0101000020E610000055DB4DF04DE30DC0FBB5508DF2394440,node/3599610262,node/3599610262,street_lamp,,,,,,,,,,,,,,,,,
296,0101000020E61000004153C0875CEA0DC03F1C2444F9394440,node/3599610263,node/3599610263,street_lamp,,,,,,,,,,,,,,,,,
297,0101000020E610000071DAF8B8DBEA0DC03FA65AB0F9394440,node/3599610264,node/3599610264,street_lamp,,,,,,,,,,,,,,,,,
298,0101000020E6100000B36ECD678AEA0DC0EEC220FAFF394440,node/3599610265,node/3599610265,street_lamp,,,,,,,,,,,,,,,,,
299,0101000020E61000005D9A6C4D04EB0DC08FA042BF003A4440,node/3599610266,node/3599610266,street_lamp,,,,,,,,,,,,,,,,,
300,0101000020E61000005A8F673CB6EA0DC0BBB0DAA1063A4440,node/3599610267,node/3599610267,street_lamp,,,,,,,,,,,,,,,,,
301,0101000020E6100000D26FBAC040EB0DC067F4FE9A073A4440,node/3599610268,node/3599610268,street_lamp,,,,,,,,,,,,,,,,,
302,0101000020E610000055DC5D0C8AEB0DC010960C5B0E3A4440,node/3599610269,node/3599610269,street_lamp,,,,,,,,,,,,,,,,,
303,0101000020E61000006A696E85B0EA0DC05DB75219103A4440,node/3599610270,node/3599610270,street_lamp,,,,,,,,,,,,,,,,,
304,0101000020E6100000C66A4EB91DD50DC0AF67BE39123A4440,node/3599610271,node/3599610271,street_lamp,,,,,,,,,,,,,,,,,
305,0101000020E6100000AA2E85AC13EC0DC02CCB21F3123A4440,node/3599610272,node/3599610272,street_lamp,,,,,,,,,,,,,,,,,
306,0101000020E61000002853605C05EC0DC071372D1D183A4440,node/3599610273,node/3599610273,street_lamp,,,,,,,,,,,,,,,,,
307,0101000020E610000008043A9336D50DC08D30FB2B1A3A4440,node/3599610275,node/3599610275,street_lamp,,,,,,,,,,,,,,,,,
308,0101000020E6100000AE4A7DB493EC0DC0F778211D1E3A4440,node/3599610276,node/3599610276,street_lamp,,,,,,,,,,,,,,,,,
309,0101000020E6100000E5D3635B06EC0DC013109370213A4440,node/3599610277,node/3599610277,street_lamp,,,,,,,,,,,,,,,,,
310,0101000020E6100000A92DD0494AD50DC0A154B1E7213A4440,node/3599610278,node/3599610278,street_lamp,,,,,,,,,,,,,,,,,
311,0101000020E61000009F98068F80EB0DC0DCDCF357233A4440,node/3599610279,node/3599610279,street_lamp,,,,,,,,,,,,,,,,,
312,0101000020E6100000CD0CD1D7E2E90DC012949169233A4440,node/3599610280,node/3599610280,street_lamp,,,,,,,,,,,,,,,,,
313,0101000020E61000007E912B50E6EA0DC08EAF3DB3243A4440,node/3599610281,node/3599610281,street_lamp,,,,,,,,,,,,,,,,,
314,0101000020E6100000AF11D26410E90DC01C9837E2243A4440,node/3599610282,node/3599610282,street_lamp,,,,,,,,,,,,,,,,,
315,0101000020E6100000DB8FCA0347E80DC0A5FF4014273A4440,node/3599610283,node/3599610283,street_lamp,,,,,,,,,,,,,,,,,
316,0101000020E6100000BED18E1B7EE70DC0EA916170283A4440,node/3599610284,node/3599610284,street_lamp,,,,,,,,,,,,,,,,,
317,0101000020E61000002C46B82462D50DC032F66FA8293A4440,node/3599610285,node/3599610285,street_lamp,,,,,,,,,,,,,,,,,
318,0101000020E6100000DBF1CB05D3E50DC0FCAE63B72A3A4440,node/3599610286,node/3599610286,street_lamp,,,,,,,,,,,,,,,,,
319,0101000020E61000008082E6CEA7E90DC01169C0C52F3A4440,node/3599610289,node/3599610289,street_lamp,,,,,,,,,,,,,,,,,
320,0101000020E61000004824C09FD0E10DC0E21236F22F3A4440,node/3599610290,node/3599610290,street_lamp,,,,,,,,,,,,,,,,,
321,0101000020E610000023DC1AC7FEE80DC05DEC623F303A4440,node/3599610291,node/3599610291,street_lamp,,,,,,,,,,,,,,,,,
322,0101000020E61000000655B4835BE80DC07C8F4479303A4440,node/3599610292,node/3599610292,street_lamp,,,,,,,,,,,,,,,,,
323,0101000020E6100000A79DF58480E70DC00B308738313A4440,node/3599610893,node/3599610893,street_lamp,,,,,,,,,,,,,,,,,
324,0101000020E610000053933BC7DBE50DC08160E9D7313A4440,node/3599610895,node/3599610895,street_lamp,,,,,,,,,,,,,,,,,
325,0101000020E6100000D1DE2A99ADE60DC0D55E44DB313A4440,node/3599610896,node/3599610896,street_lamp,,,,,,,,,,,,,,,,,
326,0101000020E6100000C9E2A36A60E00DC0ECCE24FB313A4440,node/3599610897,node/3599610897,street_lamp,,,,,,,,,,,,,,,,,
327,0101000020E6100000CDF0B09AF8E40DC0F8BE5D9B323A4440,node/3599610898,node/3599610898,street_lamp,,,,,,,,,,,,,,,,,
328,0101000020E61000002BB0B618F2DE0DC099E436D0323A4440,node/3599610899,node/3599610899,street_lamp,,,,,,,,,,,,,,,,,
329,0101000020E61000001DA67D737FD50DC04A75012F333A4440,node/3599610900,node/3599610900,street_lamp,,,,,,,,,,,,,,,,,
330,0101000020E6100000729C80CB08E40DC021808A99333A4440,node/3599610901,node/3599610901,street_lamp,,,,,,,,,,,,,,,,,
331,0101000020E6100000BB2BBB6070DD0DC0AA1BDE62343A4440,node/3599610902,node/3599610902,street_lamp,,,,,,,,,,,,,,,,,
332,0101000020E6100000BF95911F96E20DC0C1CD3D7F353A4440,node/3599610903,node/3599610903,street_lamp,,,,,,,,,,,,,,,,,
333,0101000020E6100000440EB67D34E10DC095D28E76373A4440,node/3599610904,node/3599610904,street_lamp,,,,,,,,,,,,,,,,,
334,0101000020E6100000F150CA5AF9DB0DC006B0123D3A3A4440,node/3599610905,node/3599610905,street_lamp,,,,,,,,,,,,,,,,,
335,0101000020E610000063FCA0D398D50DC0F36CFBC33B3A4440,node/3599610906,node/3599610906,street_lamp,,,,,,,,,,,,,,,,,
336,0101000020E610000026E77A91BFDA0DC0D7C45D18443A4440,node/3599610907,node/3599610907,street_lamp,,,,,,,,,,,,,,,,,
337,0101000020E6100000E71489AEB0D50DC0D11B936A443A4440,node/3599610908,node/3599610908,street_lamp,,,,,,,,,,,,,,,,,
338,0101000020E610000061307F85CCD50DC032337DC04D3A4440,node/3599610909,node/3599610909,street_lamp,,,,,,,,,,,,,,,,,
339,0101000020E610000062AEFB7DB5D90DC078634161503A4440,node/3599610910,node/3599610910,street_lamp,,,,,,,,,,,,,,,,,
340,0101000020E61000001ECB715DE7D50DC0921C55F2563A4440,node/3599610911,node/3599610911,street_lamp,,,,,,,,,,,,,,,,,
341,0101000020E610000083E7397D98D80DC0E3EE62505C3A4440,node/3599610912,node/3599610912,street_lamp,,,,,,,,,,,,,,,,,
342,0101000020E6100000162829B000D60DC011AF46D15E3A4440,node/3599610913,node/3599610913,street_lamp,,,,,,,,,,,,,,,,,
343,0101000020E610000052CF8250DED70DC02CB011D2643A4440,node/3599610914,node/3599610914,street_lamp,,,,,,,,,,,,,,,,,
344,0101000020E6100000C42FAB668CD50DC02F5BA1FE693A4440,node/3599610915,node/3599610915,street_lamp,,,,,,,,,,,,,,,,,
345,0101000020E6100000FA804067D2D60DC0589297906A3A4440,node/3599610916,node/3599610916,street_lamp,,,,,,,,,,,,,,,,,
346,0101000020E61000005CA56032FAD60DC07F89D3A46F3A4440,node/3599610917,node/3599610917,street_lamp,,,,,,,,,,,,,,,,,
347,0101000020E61000002035DC3642D50DC0CC71135A7B3A4440,node/3599610918,node/3599610918,street_lamp,,,,,,,,,,,,,,,,,
348,0101000020E61000004E458545A0D50DC00D800239723A4440,node/3599610919,node/3599610919,street_lamp,,,,,,,,,,,,,,,,,
349,0101000020E6100000E92D1EDE73F00DC003FE3A81FA394440,node/3600916600,node/3600916600,street_lamp,,,,,,,,,,,,,,,,,
350,0101000020E610000050C58D5BCCEF0DC067C3ABF6FA394440,node/3600916601,node/3600916601,street_lamp,,,,,,,,,,,,,,,,,
351,0101000020E6100000203E552A4DEF0DC0836E8A22FF394440,node/3600916602,node/3600916602,street_lamp,,,,,,,,,,,,,,,,,
352,0101000020E61000005B058C8928F10DC0A7CEA3E2FF394440,node/3600916603,node/3600916603,street_lamp,,,,,,,,,,,,,,,,,
353,0101000020E61000006DEBB82B05EE0DC034BF9A03043A4440,node/3600916604,node/3600916604,street_lamp,,,,,,,,,,,,,,,,,
354,0101000020E610000083C4D1B073EE0DC01ABF4B04053A4440,node/3600916606,node/3600916606,street_lamp,,,,,,,,,,,,,,,,,
355,0101000020E6100000BFED0912DBED0DC0664AEB6F093A4440,node/3600916607,node/3600916607,street_lamp,,,,,,,,,,,,,,,,,
356,0101000020E6100000B5FF01D6AAED0DC0400004070F3A4440,node/3600916610,node/3600916610,street_lamp,,,,,,,,,,,,,,,,,
357,0101000020E61000003197546D37F10DC0FE9AAC510F3A4440,node/3600916611,node/3600916611,street_lamp,,,,,,,,,,,,,,,,,
358,0101000020E61000002BE27492ADEE0DC0EA85A7FC103A4440,node/3600916612,node/3600916612,street_lamp,,,,,,,,,,,,,,,,,
359,0101000020E6100000F13048556EED0DC0D2DB44D2133A4440,node/3600916613,node/3600916613,street_lamp,,,,,,,,,,,,,,,,,
360,0101000020E6100000BA3B212A43EB0DC04C27C8BE1A3A4440,node/3600916614,node/3600916614,street_lamp,,,,,,,,,,,,,,,,,
361,0101000020E61000000B6D4AC33AEF0DC03FA7203F1B3A4440,node/3600916615,node/3600916615,street_lamp,,,,,,,,,,,,,,,,,
362,0101000020E6100000D0FF1774E7EE0DC0FE41C9891B3A4440,node/3600916616,node/3600916616,street_lamp,,,,,,,,,,,,,,,,,
